passed,failed
,https://www.naukri.com/job-listings-python-developer-ascendum-bengaluru-6-to-8-years-090424911670
,https://www.naukri.com/job-listings-senior-python-software-developer-adecco-group-bengaluru-karnataka-5-to-10-years-070324006015
,https://www.naukri.com/job-listings-we-are-hiring-for-frontend-developer-backend-developer-freshers-exp-coriolis-tech-pune-bengaluru-mumbai-all-areas-0-to-1-years-100424005341
,https://www.naukri.com/job-listings-backend-developer-nous-info-systems-bengaluru-4-to-8-years-080424500258
